Date: 2023-12-13 9:59, Computer Name: BMA0005308, Username: moorjay5 - Ran Componet Tracking script. 
Date: 2025-10-14 18:26, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-10-15 11:00, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-10-15 14:55, Computer Name: BMA0008531, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-10-16 2:54, Computer Name: BMA0008531, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-10-16 7:37, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Uptime script. 
Date: 2025-10-16 16:35, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-16 16:36, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-16 16:38, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-17 0:07, Computer Name: BMA0008531, Username: collnatha5 - Ran AVI/MM2 reboot script. 
Date: 2025-10-17 0:07, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-10-17 7:07, Computer Name: BMA0005305, Username: ashfko - Ran IP Finder script. 
Date: 2025-10-17 16:40, Computer Name: BMA0005305, Username: ashfko - Ran PTX Health Check script. 
Date: 2025-10-17 22:30, Computer Name: BMA0005305, Username: ashfko - Ran IP Finder script. 
Date: 2025-10-18 2:57, Computer Name: BMA0005305, Username: ashfko - Ran PTX Health Check script. 
Date: 2025-10-19 10:06, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Uptime script. 
Date: 2025-10-19 12:32, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-10-20 1:56, Computer Name: BMA0008531, Username: collnatha5 - Ran AVI/MM2 reboot script. 
Date: 2025-10-20 3:31, Computer Name: BMA0008531, Username: collnatha5 - Ran AVI/MM2 reboot script. 
Date: 2025-20-10 8:14, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-10-20 10:07, Computer Name: BMA0008531, Username: mephje - Ran PTX Health Check script. 
Date: 2025-10-20 19:12, Computer Name: BMA0008531, Username: mephje - Ran IP Finder script. 
Date: 2025-10-20 21:32, Computer Name: BMA0008531, Username: mephje - Ran IP Finder script. 
Date: 2025-10-20 21:40, Computer Name: BMA0008531, Username: mephje - Ran IP Finder script. 
Date: 2025-10-20 23:47, Computer Name: BMA0008531, Username: mephje - Ran IP Finder script. 
Date: 2025-10-20 23:49, Computer Name: BMA0008531, Username: mephje - Ran AVI/MM2 reboot script. 
Date: 2025-10-21 0:07, Computer Name: BMA0008531, Username: mephje - Ran PTX Health Check script. 
Date: 2025-10-21 2:19, Computer Name: BMA0008531, Username: mephje - Ran IP Finder script. 
Date: 2025-10-21 2:52, Computer Name: BMA0008531, Username: mephje - Ran AVI/MM2 reboot script. 
Date: 2025-10-21 13:52, Computer Name: BMA0008531, Username: mephje - Ran PTX Health Check script. 
Date: 2025-10-21 14:24, Computer Name: BMA0008531, Username: mephje - Ran PTX Uptime script. 
Date: 2025-10-21 16:09, Computer Name: BMA0008531, Username: mephje - Ran IP Finder script. 
Date: 2025-10-21 22:59, Computer Name: BMA0008531, Username: mephje - Ran PTX Health Check script. 
Date: 2025-10-23 7:25, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-10-23 7:52, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-10-23 19:15, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-10-26 8:44, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-10-26 20:13, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-10-27 0:36, Computer Name: BMA0005305, Username: jametim5 - Ran AVI/MM2 reboot script. 
Date: 2025-10-27 0:36, Computer Name: BMA0005305, Username: jametim5 - Ran IP Finder script. 
Date: 2025-10-27 0:37, Computer Name: BMA0005305, Username: jametim5 - Ran IP Finder script. 
Date: 2025-10-27 0:39, Computer Name: BMA0005305, Username: jametim5 - Ran PTX Uptime script. 
Date: 2025-10-27 0:39, Computer Name: BMA0005305, Username: jametim5 - Ran PTX Health Check script. 
Date: 2025-10-27 0:46, Computer Name: BMA0005305, Username: jametim5 - Ran MineView Session script. 
Date: 2025-10-27 18:39, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-10-27 18:39, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-10-28 18:30, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-10-28 18:30, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-10-28 20:01, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-10-28 20:03, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-10-29 6:43, Computer Name: BMA0005305, Username: carsjoe - Ran MineView Session script. 
Date: 2025-10-29 9:02, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-29 20:17, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-10-29 21:24, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-30 4:04, Computer Name: BMA0008531, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-10-30 7:56, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-30 7:57, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-10-30 19:03, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-31 4:15, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Uptime script. 
Date: 2025-10-31 23:14, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-11-01 2:59, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-11-01 3:36, Computer Name: BMA0008531, Username: collnatha5 - Ran Component Tracking script. 
Date: 2025-11-01 7:03, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-11-01 7:03, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-11-01 7:03, Computer Name: BMA0008531, Username: collnatha5 - Ran AVI/MM2 reboot script. 
Date: 2025-11-01 9:47, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Uptime script. 
Date: 2025-11-01 9:48, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-11-01 9:48, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Uptime script. 
Date: 2025-11-01 10:10, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-11-01 19:31, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-11-02 0:45, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-11-02 8:51, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-11-02 8:51, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-11-02 9:05, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Uptime script. 
Date: 2025-11-02 14:23, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-11-02 14:24, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-11-02 14:24, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-11-02 14:27, Computer Name: BMA0005305, Username: carsjoe - Ran AVI/MM2 reboot script. 
Date: 2025-11-02 14:42, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-11-02 14:44, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-11-02 14:51, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-11-02 14:51, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-11-02 14:53, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-11-02 14:58, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-11-02 14:58, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-11-02 14:59, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-11-02 15:01, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-11-02 15:03, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-11-02 20:44, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-11-03 3:54, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-11-03 4:25, Computer Name: BMA0005305, Username: carsjoe - Ran Linux Health Check script. 
Date: 2025-11-03 4:26, Computer Name: BMA0005305, Username: carsjoe - Ran Linux Health Check script. 
Date: 2025-03-11 4:30, Computer Name: BMA0005305, Username: moorjay5 - Ran Linux Health Check script. 
Date: 2025-03-11 4:31, Computer Name: BMA0005305, Username: moorjay5 - Ran Linux Health Check script. 
Date: 2025-03-11 13:35, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-04-11 9:46, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Uptime script. 
Date: 2025-04-11 23:35, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-04-11 23:35, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-11-05 8:06, Computer Name: BMA0008531, Username: ocondani - Ran MineView Session script. 
Date: 2025-11-05 8:06, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-11-05 8:06, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-11-06 3:48, Computer Name: BMA0005305, Username: welljaso - Ran PTX Uptime script. 
Date: 2025-11-06 3:49, Computer Name: BMA0005305, Username: welljaso - Ran PTX Health Check script. 
Date: 2025-11-06 3:55, Computer Name: BMA0005305, Username: welljaso - Ran AVI/MM2 reboot script. 
Date: 2025-11-06 13:24, Computer Name: BMA0005305, Username: welljaso - Ran PTX Uptime script. 
Date: 2025-11-06 13:52, Computer Name: BMA0005305, Username: welljaso - Ran PTX Health Check script. 
Date: 2025-11-07 10:30, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-11-08 8:08, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-11-08 8:08, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-11-08 11:45, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-11-08 11:46, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-11-09 4:32, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-11-09 4:32, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-11-09 4:39, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-11-09 4:43, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-11-09 4:46, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-11-09 4:47, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-11-09 6:56, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-11-10 11:54, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-11-11 7:08, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-11-11 7:53, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-11-11 9:24, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-11-12 10:09, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-11-12 10:10, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-12 10:12, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-12 12:07, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-11-12 18:54, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-12 18:54, Computer Name: BMA0005305, Username: bauemi5 - Ran AVI/MM2 reboot script. 
Date: 2025-11-13 10:17, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-11-13 14:04, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script.
Date: 2025-11-13 14:04, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script.
Date: 2025-11-13 14:04, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script.
Date: 2025-11-13 14:04, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script.
Date: 2025-11-14 4:41, Computer Name: BMA0005305, Username: bauemi5 - Ran AVI/MM2 reboot script. 
Date: 2025-11-14 6:39, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-14 14:34, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-11-14 20:57, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-11-15 4:44, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-15 4:45, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-15 6:34, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-15 6:34, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-11-15 18:38, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-15 18:53, Computer Name: BMA0005305, Username: bauemi5 - Ran MineView Session script. 
Date: 2025-11-15 18:53, Computer Name: BMA0005305, Username: bauemi5 - Ran MineView Session script. 
Date: 2025-11-16 7:40, Computer Name: BMA0005305, Username: bauemi5 - Ran Live KOA Data script. 
Date: 2025-11-16 9:35, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-11-16 9:35, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-16 11:28, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-16 11:28, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-16 12:58, Computer Name: BMA0005305, Username: bauemi5 - Ran Live KOA Data script. 
Date: 2025-11-16 16:49, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Uptime script. 
Date: 2025-11-17 3:31, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-17 6:40, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-11-18 7:22, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-11-18 16:13, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Uptime script. 
Date: 2025-11-19 4:47, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-11-20 7:26, Computer Name: BMA0008531, Username: coiabr5 - Ran AVI/MM2 reboot script. 
Date: 2025-11-21 19:46, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Uptime script. 
Date: 2025-11-22 18:42, Computer Name: BMA0008531, Username: coiabr5 - Ran MineView Session script. 
Date: 2025-11-22 18:50, Computer Name: BMA0008531, Username: coiabr5 - Ran MineView Session script. 
Date: 2025-11-24 18:34, Computer Name: BMA0005305, Username: welljaso - Ran PTX Health Check script. 
Date: 2025-11-24 18:34, Computer Name: BMA0005305, Username: welljaso - Ran IP Finder script. 
Date: 2025-11-25 9:30, Computer Name: BMA0008531, Username: boxdav5 - Ran MineView Session script. 
Date: 2025-11-25 22:27, Computer Name: BMA0005305, Username: boxdav5 - Ran IP Finder script. 
Date: 2025-11-25 22:28, Computer Name: BMA0005305, Username: boxdav5 - Ran PTX Health Check script. 
Date: 2025-11-25 22:38, Computer Name: BMA0005305, Username: boxdav5 - Ran AVI/MM2 reboot script. 
Date: 2025-11-26 7:58, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-11-28 3:36, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-11-28 6:50, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-11-28 6:50, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-11-28 6:51, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-11-28 6:54, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-11-28 7:11, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-11-28 7:12, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-11-28 7:34, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-11-28 7:44, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-11-28 7:45, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-11-28 8:41, Computer Name: BMA0008531, Username: sewejaa - Ran IP Finder script. 
Date: 2025-11-28 10:17, Computer Name: BMA0008531, Username: sewejaa - Ran PTX Health Check script. 
Date: 2025-11-28 12:13, Computer Name: BMA0008531, Username: sewejaa - Ran PTX Health Check script. 
Date: 2025-11-28 12:51, Computer Name: BMA0008531, Username: sewejaa - Ran IP Finder script. 
Date: 2025-11-28 13:03, Computer Name: BMA0008531, Username: sewejaa - Ran IP Finder script. 
Date: 2025-11-28 13:04, Computer Name: BMA0008531, Username: sewejaa - Ran IP Finder script. 
Date: 2025-11-28 18:38, Computer Name: BMA0008531, Username: sewejaa - Ran IP Finder script. 
Date: 2025-29-11 0:45, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-29-11 8:55, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Uptime script. 
Date: 2025-29-11 8:56, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-29-11 8:58, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2025-29-11 9:03, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
